State/Area,Population,Labor Force,Labor Force %,Employed,Employment of Tot Pop %,Unemployed,Unemployment Rate,Date
Connecticut,2568066,1750008,68.1,1669258,65.0,80750,4.6,1997-09-01
Delaware,575074,387294,67.3,372980,64.9,14314,3.7,1997-09-01
District of Columbia,451001,282841,62.7,259439,57.5,23402,8.3,1997-09-01
Florida,11874035,7414542,62.4,7072055,59.6,342487,4.6,1997-09-01
Georgia,5756011,3984361,69.2,3811416,66.2,172945,4.3,1997-09-01
Hawaii,891198,601364,67.5,564075,63.3,37289,6.2,1997-09-01
Idaho,903012,635488,70.4,603105,66.8,32383,5.1,1997-09-01
Illinois,9175149,6312571,68.8,6017720,65.6,294851,4.7,1997-09-01
Indiana,4516767,3131239,69.3,3018252,66.8,112987,3.6,1997-09-01
Iowa,2206513,1598100,72.4,1550350,70.3,47750,3.0,1997-09-01
Kansas,1960099,1386841,70.8,1337022,68.2,49819,3.6,1997-09-01
Kentucky,3010630,1922301,63.9,1824738,60.6,97563,5.1,1997-09-01
Louisiana,3248980,2029048,62.5,1910612,58.8,118436,5.8,1997-09-01
Maine,971845,654350,67.3,622265,64.0,32085,4.9,1997-09-01
Maryland,3895695,2768996,71.1,2632812,67.6,136184,4.9,1997-09-01
Massachusetts,4828076,3316163,68.7,3190502,66.1,125661,3.8,1997-09-01
Michigan,7410078,4974171,67.1,4768260,64.3,205911,4.1,1997-09-01
Minnesota,3593710,2690360,74.9,2605980,72.5,84380,3.1,1997-09-01
Mississippi,2051476,1275551,62.2,1202015,58.6,73536,5.8,1997-09-01
Missouri,4140085,2934800,70.9,2807969,67.8,126831,4.3,1997-09-01
Montana,674863,454100,67.3,429783,63.7,24317,5.4,1997-09-01
Nebraska,1259669,922819,73.3,900257,71.5,22562,2.4,1997-09-01
Nevada,1368082,947759,69.3,906793,66.3,40966,4.3,1997-09-01
New Hampshire,910902,652407,71.6,631701,69.3,20706,3.2,1997-09-01
